DATE,TIME,demand,fossil,solar,wind
2021/3/4,14:00,3796,2675,763,5
2021/3/4,15:00,3732,2923,434,5
2021/3/4,16:00,3733,3209,134,6
2021/3/4,17:00,3857,3379,9,7
2021/3/4,18:00,3935,3432,0,8
2021/3/4,19:00,3817,3383,0,10
2021/3/4,20:00,3646,3254,0,10
2021/3/4,21:00,3455,3060,0,10
2021/3/4,22:00,3247,2844,0,11
2021/3/4,23:00,3041,2698,0,10
2021/3/5,0:00,2808,2632,0,10
2021/3/5,1:00,2697,2552,0,11
2021/3/5,2:00,2673,2541,0,11
2021/3/5,3:00,2690,2544,0,10
2021/3/5,4:00,2736,2507,0,9
2021/3/5,5:00,2887,2574,0,9
2021/3/5,6:00,3157,2793,12,9
2021/3/5,7:00,3361,2686,189,8
2021/3/5,8:00,3662,2726,467,6
2021/3/5,9:00,3870,2805,628,5
2021/3/5,10:00,3854,2591,838,5
2021/3/5,11:00,3822,2519,960,4
2021/3/5,12:00,3550,2419,681,3
2021/3/5,13:00,3645,2742,470,3
2021/3/5,14:00,3640,3013,247,3
2021/3/5,15:00,3634,3083,94,3
2021/3/5,16:00,3699,3106,27,2
2021/3/5,17:00,3755,3091,3,3
2021/3/5,18:00,3751,3085,0,4
2021/3/5,19:00,3622,3062,0,4
2021/3/5,20:00,3441,2971,0,5
2021/3/5,21:00,3280,2855,0,7
2021/3/5,22:00,3107,2650,0,6
2021/3/5,23:00,2924,2525,0,7
2021/3/6,0:00,2707,2364,0,9
2021/3/6,1:00,2603,2335,0,9
2021/3/6,2:00,2578,2348,0,8
2021/3/6,3:00,2575,2388,0,9
2021/3/6,4:00,2571,2352,0,8
2021/3/6,5:00,2602,2325,0,8
2021/3/6,6:00,2682,2316,14,8
2021/3/6,7:00,2832,2224,142,11
2021/3/6,8:00,3075,2239,370,11
2021/3/6,9:00,3202,2158,660,11
2021/3/6,10:00,3225,1959,905,11
2021/3/6,11:00,3158,1883,983,13
2021/3/6,12:00,3073,1849,1022,14
2021/3/6,13:00,3069,1862,994,15
2021/3/6,14:00,2979,1961,789,17
2021/3/6,15:00,2927,2076,507,17
2021/3/6,16:00,2868,2182,170,19
2021/3/6,17:00,3032,2339,12,21
2021/3/6,18:00,3184,2368,0,24
2021/3/6,19:00,3152,2355,0,27
2021/3/6,20:00,3076,2461,0,31
2021/3/6,21:00,2964,2491,0,31
2021/3/6,22:00,2836,2480,0,30
2021/3/6,23:00,2708,2390,0,31
2021/3/7,0:00,2529,2247,0,32
2021/3/7,1:00,2460,2199,0,31
2021/3/7,2:00,2459,2236,0,30
2021/3/7,3:00,2466,2253,0,30
2021/3/7,4:00,2485,2235,0,29
2021/3/7,5:00,2536,2231,0,29
2021/3/7,6:00,2621,2266,15,27
2021/3/7,7:00,2771,2185,162,24
2021/3/7,8:00,3003,2082,418,21
2021/3/7,9:00,3156,1967,689,19
2021/3/7,10:00,3224,1968,890,17
2021/3/7,11:00,3193,2002,956,14
2021/3/7,12:00,3163,2091,952,12
2021/3/7,13:00,3144,2215,884,10
2021/3/7,14:00,3102,2393,682,8
2021/3/7,15:00,3126,2553,436,7
2021/3/7,16:00,3235,2693,171,6
2021/3/7,17:00,3484,3007,15,5
2021/3/7,18:00,3636,3098,0,5
2021/3/7,19:00,3588,3105,0,5
2021/3/7,20:00,3467,3122,0,5
2021/3/7,21:00,3289,3008,0,5
2021/3/7,22:00,3066,2822,0,5
2021/3/7,23:00,2871,2777,0,5
2021/3/8,0:00,2647,2718,0,4
2021/3/8,1:00,2552,2661,0,5
2021/3/8,2:00,2539,2638,0,5
2021/3/8,3:00,2556,2664,0,6
2021/3/8,4:00,2613,2611,0,6
2021/3/8,5:00,2799,2639,0,6
2021/3/8,6:00,3191,2944,6,5
2021/3/8,7:00,3612,3215,46,5
2021/3/8,8:00,4059,3395,105,3
2021/3/8,9:00,4314,3458,182,3
2021/3/8,10:00,4337,3479,247,4
2021/3/8,11:00,4297,3475,268,4
2021/3/8,12:00,4148,3432,260,5
2021/3/8,13:00,4226,3407,255,5
2021/3/8,14:00,4196,3356,216,5
2021/3/8,15:00,4160,3396,145,5
2021/3/8,16:00,4221,3514,55,6
2021/3/8,17:00,4265,3578,6,5
2021/3/8,18:00,4249,3614,0,5
2021/3/8,19:00,4078,3556,0,7
2021/3/8,20:00,3872,3465,0,8
2021/3/8,21:00,3665,3380,0,8
2021/3/8,22:00,3426,3190,0,9
2021/3/8,23:00,3173,2927,0,11
2021/3/9,0:00,2910,2748,0,15
2021/3/9,1:00,2787,2738,0,13
2021/3/9,2:00,2761,2716,0,12
2021/3/9,3:00,2768,2733,0,12
2021/3/9,4:00,2817,2698,0,11
2021/3/9,5:00,2989,2810,0,10
2021/3/9,6:00,3334,3138,14,9
2021/3/9,7:00,3639,3125,152,9
2021/3/9,8:00,3940,3031,422,8
2021/3/9,9:00,4063,2855,706,7
2021/3/9,10:00,4042,2459,1030,6
2021/3/9,11:00,4056,2355,1215,6
2021/3/9,12:00,3851,2213,1126,6
2021/3/9,13:00,3890,2384,998,5
2021/3/9,14:00,3771,2586,734,4
2021/3/9,15:00,3718,2843,444,4
2021/3/9,16:00,3763,3305,158,4
2021/3/9,17:00,3824,3438,12,5
2021/3/9,18:00,3877,3446,0,5
2021/3/9,19:00,3753,3359,0,7
2021/3/9,20:00,3582,3194,0,8
2021/3/9,21:00,3400,3054,0,8
2021/3/9,22:00,3211,2835,0,9
2021/3/9,23:00,2998,2637,0,11
2021/3/10,0:00,2757,2392,0,12
2021/3/10,1:00,2642,2282,0,13
2021/3/10,2:00,2626,2307,0,16
2021/3/10,3:00,2643,2365,0,18
2021/3/10,4:00,2701,2385,0,25
2021/3/10,5:00,2842,2475,0,25
2021/3/10,6:00,3102,2690,27,24
2021/3/10,7:00,3272,2534,279,22
2021/3/10,8:00,3494,2311,688,22
2021/3/10,9:00,3662,2146,1028,21
2021/3/10,10:00,3694,1850,1259,22
2021/3/10,11:00,3686,1781,1378,23
2021/3/10,12:00,3532,1705,1379,23
2021/3/10,13:00,3561,1794,1267,24
2021/3/10,14:00,3496,1978,1035,26
2021/3/10,15:00,3440,2278,694,27
2021/3/10,16:00,3491,2720,300,26
2021/3/10,17:00,3578,3076,37,27
2021/3/10,18:00,3732,3155,0,28
2021/3/10,19:00,3681,3172,0,28
2021/3/10,20:00,3565,3112,0,28
2021/3/10,21:00,3433,3025,0,28
2021/3/10,22:00,3261,2876,0,28
2021/3/10,23:00,3074,2752,0,27
2021/3/11,0:00,2855,2579,0,25
2021/3/11,1:00,2747,2520,0,24
2021/3/11,2:00,2754,2566,0,21
2021/3/11,3:00,2773,2573,0,18
2021/3/11,4:00,2826,2644,0,16
2021/3/11,5:00,3004,2805,0,14
2021/3/11,6:00,3304,2986,36,12
2021/3/11,7:00,3507,2805,302,10
2021/3/11,8:00,3750,2580,693,7
2021/3/11,9:00,3906,2434,1044,4
2021/3/11,10:00,3904,2189,1272,4
2021/3/11,11:00,3873,2041,1389,3
2021/3/11,12:00,3687,1886,1377,3
2021/3/11,13:00,3702,1995,1265,5
2021/3/11,14:00,3612,2154,1028,4
2021/3/11,15:00,3548,2475,687,4
2021/3/11,16:00,3566,2876,297,6
2021/3/11,17:00,3628,3094,37,6
2021/3/11,18:00,3745,3160,0,6
2021/3/11,19:00,3650,3138,0,7
2021/3/11,20:00,3514,3049,0,9
2021/3/11,21:00,3374,2964,0,10
2021/3/11,22:00,3185,2778,0,11
2021/3/11,23:00,2993,2612,0,12
2021/3/12,0:00,2767,2520,0,10
2021/3/12,1:00,2664,2458,0,10
2021/3/12,2:00,2647,2445,0,10
2021/3/12,3:00,2661,2460,0,10
2021/3/12,4:00,2702,2438,0,10
2021/3/12,5:00,2843,2527,0,8
2021/3/12,6:00,3080,2742,20,8
2021/3/12,7:00,3278,2705,199,6
2021/3/12,8:00,3592,2726,429,6
2021/3/12,9:00,3750,2852,506,5
2021/3/12,10:00,3739,2617,604,6
2021/3/12,11:00,3669,2520,591,7
2021/3/12,12:00,3533,2379,559,7
2021/3/12,13:00,3599,2692,416,6
2021/3/12,14:00,3497,2868,300,4
2021/3/12,15:00,3473,2914,235,4
2021/3/12,16:00,3568,3055,93,4
2021/3/12,17:00,3603,3121,5,3
2021/3/12,18:00,3612,3119,0,4
2021/3/12,19:00,3495,3059,0,3
2021/3/12,20:00,3338,2917,0,3
2021/3/12,21:00,3185,2815,0,4
2021/3/12,22:00,3034,2688,0,4
2021/3/12,23:00,2870,2539,0,4
2021/3/13,0:00,2652,2371,0,7
2021/3/13,1:00,2556,2364,0,9
2021/3/13,2:00,2537,2335,0,11
2021/3/13,3:00,2538,2347,0,13
2021/3/13,4:00,2534,2336,0,15
2021/3/13,5:00,2564,2377,0,16
2021/3/13,6:00,2703,2431,7,19
2021/3/13,7:00,2959,2475,38,21
2021/3/13,8:00,3274,2751,79,27
2021/3/13,9:00,3492,2937,117,31
2021/3/13,10:00,3501,2941,153,31
2021/3/13,11:00,3465,2912,155,31
2021/3/13,12:00,3453,2918,134,28
2021/3/13,13:00,3486,2845,113,31
2021/3/13,14:00,3494,2836,102,33
2021/3/13,15:00,3457,2760,83,33
2021/3/13,16:00,3464,2751,40,32
2021/3/13,17:00,3534,2825,9,30
2021/3/13,18:00,3566,2887,0,31
2021/3/13,19:00,3454,2935,0,28
2021/3/13,20:00,3300,2883,0,23
2021/3/13,21:00,3124,2735,0,22
2021/3/13,22:00,2948,2600,0,22
2021/3/13,23:00,2786,2475,0,24
2021/3/14,0:00,2591,2246,0,29
2021/3/14,1:00,2493,2162,0,29
2021/3/14,2:00,2473,2162,0,27
2021/3/14,3:00,2473,2237,0,27
2021/3/14,4:00,2474,2237,0,28
2021/3/14,5:00,2502,2246,0,30
2021/3/14,6:00,2541,2181,41,30
2021/3/14,7:00,2579,1912,300,32
2021/3/14,8:00,2694,1783,692,30
2021/3/14,9:00,2837,1790,1040,30
2021/3/14,10:00,2906,1757,1284,30
2021/3/14,11:00,2952,1726,1409,28
2021/3/14,12:00,2944,1805,1401,25
2021/3/14,13:00,2856,1859,1250,24
2021/3/14,14:00,2752,1898,991,25
2021/3/14,15:00,2702,1983,672,24
2021/3/14,16:00,2757,2155,299,24
2021/3/14,17:00,2975,2582,41,26
2021/3/14,18:00,3223,2769,0,27
2021/3/14,19:00,3242,2755,0,26
2021/3/14,20:00,3167,2741,0,24
2021/3/14,21:00,3043,2635,0,24
2021/3/14,22:00,2878,2516,0,23
2021/3/14,23:00,2722,2379,0,23
2021/3/15,0:00,2543,2256,0,20
2021/3/15,1:00,2456,2150,0,21
2021/3/15,2:00,2457,2201,0,21
2021/3/15,3:00,2490,2260,0,21
2021/3/15,4:00,2547,2365,0,21
2021/3/15,5:00,2717,2523,0,21
2021/3/15,6:00,2991,2644,50,20
2021/3/15,7:00,3201,2474,312,20
2021/3/15,8:00,3504,2416,663,20
2021/3/15,9:00,3633,2298,914,19
2021/3/15,10:00,3647,1939,1224,21
2021/3/15,11:00,3667,1845,1394,21
2021/3/15,12:00,3517,1815,1403,20
2021/3/15,13:00,3528,1902,1285,21
2021/3/15,14:00,3444,2026,1049,22
2021/3/15,15:00,3374,2228,714,22
2021/3/15,16:00,3383,2669,319,21
2021/3/15,17:00,3413,2887,45,21
2021/3/15,18:00,3521,2984,0,19
2021/3/15,19:00,3441,2963,0,18
2021/3/15,20:00,3312,2877,0,17
2021/3/15,21:00,3194,2761,0,15
2021/3/15,22:00,3032,2622,0,13
2021/3/15,23:00,2855,2495,0,10
2021/3/16,0:00,2645,2382,0,8
2021/3/16,1:00,2555,2311,0,7
2021/3/16,2:00,2565,2311,0,9
2021/3/16,3:00,2583,2330,0,10
2021/3/16,4:00,2632,2372,0,10
2021/3/16,5:00,2803,2522,0,12
2021/3/16,6:00,2999,2597,33,13
2021/3/16,7:00,3219,2516,217,13
2021/3/16,8:00,3563,2573,447,13
2021/3/16,9:00,3649,2535,658,12
2021/3/16,10:00,3644,2248,1134,13
2021/3/16,11:00,3688,2028,1390,13
2021/3/16,12:00,3556,2012,1326,13
2021/3/16,13:00,3524,2236,1071,14
2021/3/16,14:00,3435,2383,837,15
2021/3/16,15:00,3364,2423,607,18
2021/3/16,16:00,3358,2737,290,23
2021/3/16,17:00,3350,2913,41,27
2021/3/16,18:00,3438,2958,0,30
2021/3/16,19:00,3330,2933,0,31
2021/3/16,20:00,3176,2770,0,29
2021/3/16,21:00,3033,2626,0,29
2021/3/16,22:00,2902,2440,0,31
2021/3/16,23:00,2747,2329,0,31
2021/3/17,0:00,2555,2328,0,28
2021/3/17,1:00,2468,2316,0,28
2021/3/17,2:00,2463,2246,0,28
2021/3/17,3:00,2484,2224,0,26
2021/3/17,4:00,2527,2281,0,26
2021/3/17,5:00,2650,2386,0,27
2021/3/17,6:00,2823,2446,60,26
2021/3/17,7:00,2984,2262,351,24
2021/3/17,8:00,3258,2168,747,24
2021/3/17,9:00,3474,2020,1080,22
2021/3/17,10:00,3525,1871,1302,21
2021/3/17,11:00,3542,1825,1400,22
2021/3/17,12:00,3404,1785,1387,22
2021/3/17,13:00,3482,1839,1269,23
2021/3/17,14:00,3442,1950,1021,23
2021/3/17,15:00,3349,2199,662,23
2021/3/17,16:00,3295,2582,277,22
2021/3/17,17:00,3319,2807,37,22
2021/3/17,18:00,3456,3030,0,23
2021/3/17,19:00,3389,2957,0,21
2021/3/17,20:00,3265,2796,0,21
2021/3/17,21:00,3136,2688,0,23
2021/3/17,22:00,2996,2554,0,23
2021/3/17,23:00,2828,2439,0,22
2021/3/18,0:00,2642,2269,0,23
2021/3/18,1:00,2546,2243,0,23
2021/3/18,2:00,2547,2303,0,23
2021/3/18,3:00,2575,2298,0,24
2021/3/18,4:00,2631,2396,0,23
2021/3/18,5:00,2773,2497,0,20
2021/3/18,6:00,2991,2635,63,19
2021/3/18,7:00,3150,2404,351,18
2021/3/18,8:00,3423,2260,745,17
2021/3/18,9:00,3617,2066,1088,17
2021/3/18,10:00,3651,1905,1306,17
2021/3/18,11:00,3649,1899,1399,17
2021/3/18,12:00,3473,1889,1368,16
2021/3/18,13:00,3495,1864,1260,15
2021/3/18,14:00,3416,1910,1035,15
2021/3/18,15:00,3349,2137,715,16
2021/3/18,16:00,3342,2534,324,15
2021/3/18,17:00,3346,2785,47,14
2021/3/18,18:00,3456,2966,0,15
2021/3/18,19:00,3363,2876,0,14
2021/3/18,20:00,3213,2791,0,15
2021/3/18,21:00,3074,2705,0,16
2021/3/18,22:00,2910,2554,0,16
2021/3/18,23:00,2745,2394,0,15
2021/3/19,0:00,2538,2268,0,12
2021/3/19,1:00,2461,2220,0,12
2021/3/19,2:00,2469,2226,0,12
2021/3/19,3:00,2491,2247,0,14
2021/3/19,4:00,2539,2307,0,12
2021/3/19,5:00,2652,2426,0,11
2021/3/19,6:00,2842,2559,36,13
2021/3/19,7:00,3035,2458,199,12
2021/3/19,8:00,3313,2390,462,12
2021/3/19,9:00,3506,2303,745,11
2021/3/19,10:00,3507,2044,1027,10
2021/3/19,11:00,3519,1902,1202,10
2021/3/19,12:00,3370,1884,1187,10
2021/3/19,13:00,3437,1910,1101,9
2021/3/19,14:00,3332,2019,875,9
2021/3/19,15:00,3313,2193,662,8
2021/3/19,16:00,3302,2516,305,7
2021/3/19,17:00,3299,2638,43,6
2021/3/19,18:00,3405,2763,0,5
2021/3/19,19:00,3330,2700,0,5
2021/3/19,20:00,3189,2670,0,5
2021/3/19,21:00,3053,2668,0,5
2021/3/19,22:00,2925,2599,0,5
2021/3/19,23:00,2768,2513,0,4
2021/3/20,0:00,2559,2425,0,3
2021/3/20,1:00,2463,2367,0,3
2021/3/20,2:00,2448,2384,0,2
2021/3/20,3:00,2455,2435,0,2
2021/3/20,4:00,2463,2428,0,3
2021/3/20,5:00,2479,2468,0,3
2021/3/20,6:00,2529,2399,22,4
2021/3/20,7:00,2666,2285,119,5
2021/3/20,8:00,2824,2199,269,6
2021/3/20,9:00,2920,2114,459,5
2021/3/20,10:00,2965,2039,642,6
2021/3/20,11:00,2941,1919,632,7
2021/3/20,12:00,2837,1869,553,7
2021/3/20,13:00,2846,1910,509,7
2021/3/20,14:00,2786,1941,382,9
2021/3/20,15:00,2760,2101,288,11
2021/3/20,16:00,2842,2327,143,11
2021/3/20,17:00,2985,2653,23,10
2021/3/20,18:00,3088,2718,0,10
2021/3/20,19:00,3058,2652,0,10
2021/3/20,20:00,2944,2611,0,10
2021/3/20,21:00,2790,2455,0,10
2021/3/20,22:00,2643,2315,0,12
2021/3/20,23:00,2522,2199,0,15
2021/3/21,0:00,2361,2039,0,22
2021/3/21,1:00,2277,1990,0,24
2021/3/21,2:00,2277,1999,0,27
2021/3/21,3:00,2292,2034,0,28
2021/3/21,4:00,2287,2069,0,30
2021/3/21,5:00,2286,2076,0,31
2021/3/21,6:00,2340,2024,8,34
2021/3/21,7:00,2482,2056,40,36
2021/3/21,8:00,2710,2239,84,38
2021/3/21,9:00,2883,2330,143,39
2021/3/21,10:00,2934,2393,173,40
2021/3/21,11:00,2944,2404,177,40
2021/3/21,12:00,2970,2456,164,38
2021/3/21,13:00,2914,2447,132,36
2021/3/21,14:00,2904,2431,93,34
2021/3/21,15:00,2914,2367,48,34
2021/3/21,16:00,2963,2427,16,31
2021/3/21,17:00,3081,2558,3,31
2021/3/21,18:00,3130,2623,0,34
2021/3/21,19:00,3043,2566,0,33
2021/3/21,20:00,2892,2381,0,35
2021/3/21,21:00,2734,2228,0,38
2021/3/21,22:00,2570,2113,0,39
2021/3/21,23:00,2446,2018,0,39
2021/3/22,0:00,2301,2004,0,39
2021/3/22,1:00,2231,1986,0,36
2021/3/22,2:00,2245,2018,0,32
2021/3/22,3:00,2282,1960,0,31
2021/3/22,4:00,2336,2017,0,29
2021/3/22,5:00,2442,2081,0,27
2021/3/22,6:00,2643,2243,34,27
2021/3/22,7:00,2955,2316,148,28
2021/3/22,8:00,3328,2467,324,29
2021/3/22,9:00,3495,2502,525,28
2021/3/22,10:00,3493,2239,740,25
2021/3/22,11:00,3529,2119,840,24
2021/3/22,12:00,3421,2160,705,24
2021/3/22,13:00,3478,2329,559,22
2021/3/22,14:00,3451,2429,422,24
2021/3/22,15:00,3472,2559,277,24
2021/3/22,16:00,3543,2813,101,22
2021/3/22,17:00,3593,2919,13,24
2021/3/22,18:00,3644,3087,0,25
2021/3/22,19:00,3540,3044,0,26
2021/3/22,20:00,3410,3018,0,24
2021/3/22,21:00,3245,2848,0,22
2021/3/22,22:00,3075,2661,0,21
2021/3/22,23:00,2884,2474,0,21
2021/3/23,0:00,2666,2331,0,17
2021/3/23,1:00,2559,2262,0,15
2021/3/23,2:00,2561,2305,0,14
2021/3/23,3:00,2598,2380,0,11
2021/3/23,4:00,2655,2397,0,10
2021/3/23,5:00,2801,2578,0,8
2021/3/23,6:00,2997,2681,84,9
2021/3/23,7:00,3151,2353,383,8
2021/3/23,8:00,3439,2164,782,8
2021/3/23,9:00,3663,2157,1102,10
2021/3/23,10:00,3712,1922,1316,10
2021/3/23,11:00,3701,1886,1400,10
2021/3/23,12:00,3545,1748,1392,10
2021/3/23,13:00,3564,1873,1286,10
2021/3/23,14:00,3474,1971,1064,9
2021/3/23,15:00,3398,2209,738,7
2021/3/23,16:00,3394,2574,343,6
2021/3/23,17:00,3410,2771,57,4
2021/3/23,18:00,3552,2890,0,3
2021/3/23,19:00,3488,2992,0,3
2021/3/23,20:00,3370,2933,0,4
2021/3/23,21:00,3212,2820,0,7
2021/3/23,22:00,3037,2676,0,12
2021/3/23,23:00,2856,2511,0,14
2021/3/24,0:00,2638,2340,0,12
2021/3/24,1:00,2536,2288,0,12
2021/3/24,2:00,2536,2276,0,13
2021/3/24,3:00,2559,2244,0,14
2021/3/24,4:00,2613,2306,0,13
2021/3/24,5:00,2736,2438,0,13
2021/3/24,6:00,2922,2581,88,11
2021/3/24,7:00,3070,2308,397,8
2021/3/24,8:00,3347,2167,795,7
2021/3/24,9:00,3541,1986,1101,7
2021/3/24,10:00,3558,1875,1303,8
2021/3/24,11:00,3561,1865,1424,9
2021/3/24,12:00,3435,1769,1431,8
2021/3/24,13:00,3466,1911,1312,9
2021/3/24,14:00,3377,1933,1074,10
2021/3/24,15:00,3322,2202,738,10
2021/3/24,16:00,3288,2603,334,11
2021/3/24,17:00,3252,2719,52,10
2021/3/24,18:00,3366,2775,0,11
2021/3/24,19:00,3298,2770,0,10
2021/3/24,20:00,3180,2741,0,10
2021/3/24,21:00,3032,2552,0,9
2021/3/24,22:00,2884,2421,0,11
2021/3/24,23:00,2719,2287,0,10
2021/3/25,0:00,2526,2123,0,12
2021/3/25,1:00,2429,2093,0,11
2021/3/25,2:00,2436,2135,0,10
2021/3/25,3:00,2461,2192,0,10
2021/3/25,4:00,2501,2223,0,10
2021/3/25,5:00,2591,2250,0,10
2021/3/25,6:00,2742,2353,53,8
2021/3/25,7:00,2922,2201,304,8
2021/3/25,8:00,3233,2168,675,6
2021/3/25,9:00,3503,2238,887,6
2021/3/25,10:00,3525,2295,797,6
2021/3/25,11:00,3475,2383,617,6
2021/3/25,12:00,3277,2425,436,5
2021/3/25,13:00,3329,2565,417,6
2021/3/25,14:00,3420,2696,335,7
2021/3/25,15:00,3347,2706,152,7
2021/3/25,16:00,3372,2774,59,6
2021/3/25,17:00,3423,2830,8,6
2021/3/25,18:00,3477,2878,0,8
2021/3/25,19:00,3365,2843,0,12
2021/3/25,20:00,3229,2778,0,14
2021/3/25,21:00,3079,2695,0,15
2021/3/25,22:00,2927,2521,0,13
2021/3/25,23:00,2764,2364,0,15
2021/3/26,0:00,2569,2185,0,18
2021/3/26,1:00,2471,2151,0,19
2021/3/26,2:00,2476,2206,0,20
2021/3/26,3:00,2500,2278,0,20
2021/3/26,4:00,2550,2317,0,19
2021/3/26,5:00,2644,2361,0,18
2021/3/26,6:00,2778,2380,96,16
2021/3/26,7:00,2913,2083,413,17
2021/3/26,8:00,3197,1920,808,17
2021/3/26,9:00,3420,1853,1123,17
2021/3/26,10:00,3496,1789,1313,17
2021/3/26,11:00,3531,1812,1387,16
2021/3/26,12:00,3404,1769,1234,17
2021/3/26,13:00,3423,1983,994,17
2021/3/26,14:00,3313,2058,664,15
2021/3/26,15:00,3198,2107,451,17
2021/3/26,16:00,3197,2285,256,18
2021/3/26,17:00,3221,2459,55,22
2021/3/26,18:00,3340,2619,0,24
2021/3/26,19:00,3288,2699,0,20
2021/3/26,20:00,3188,2716,0,20
2021/3/26,21:00,3061,2559,0,20
2021/3/26,22:00,2928,2470,0,18
2021/3/26,23:00,2785,2371,0,18
2021/3/27,0:00,2598,2237,0,16
2021/3/27,1:00,2492,2186,0,16
2021/3/27,2:00,2487,2252,0,15
2021/3/27,3:00,2503,2291,0,14
2021/3/27,4:00,2526,2314,0,15
2021/3/27,5:00,2554,2304,1,12
2021/3/27,6:00,2569,2193,92,9
2021/3/27,7:00,2637,1902,390,4
2021/3/27,8:00,2842,1797,804,2
2021/3/27,9:00,3010,1742,1130,1
2021/3/27,10:00,3081,1719,1333,2
2021/3/27,11:00,3112,1686,1429,2
2021/3/27,12:00,3056,1702,1383,2
2021/3/27,13:00,3007,1720,1245,3
2021/3/27,14:00,2901,1755,987,3
2021/3/27,15:00,2838,1946,650,3
2021/3/27,16:00,2808,2205,246,5
2021/3/27,17:00,2893,2448,24,6
2021/3/27,18:00,3066,2573,0,7
2021/3/27,19:00,3038,2543,0,10
2021/3/27,20:00,2954,2465,0,12
2021/3/27,21:00,2811,2325,0,13
2021/3/27,22:00,2670,2239,0,13
2021/3/27,23:00,2544,2157,0,14
2021/3/28,0:00,2360,1998,0,17
2021/3/28,1:00,2281,1927,0,18
2021/3/28,2:00,2272,1933,0,19
2021/3/28,3:00,2286,1967,0,23
2021/3/28,4:00,2287,1977,0,23
2021/3/28,5:00,2296,1989,1,23
2021/3/28,6:00,2280,1845,50,26
2021/3/28,7:00,2389,1788,148,28
2021/3/28,8:00,2545,1814,249,30
2021/3/28,9:00,2729,1909,358,31
2021/3/28,10:00,2825,2019,343,31
2021/3/28,11:00,2861,2209,221,31
2021/3/28,12:00,2837,2203,215,33
2021/3/28,13:00,2800,2190,199,34
2021/3/28,14:00,2737,2142,168,35
2021/3/28,15:00,2725,2197,94,37
2021/3/28,16:00,2798,2286,30,36
